t,MV,MVP,MVI,MVD,SP,PV,DV,Man
1.120000000000000000e+02,5.000000000000000000e+01,4.559993562869483696e+01,4.400064396941234079e+00,-2.563607088267765329e-08,6.500000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.130000000000000000e+02,5.000000000000000000e+01,4.559993562869483696e+01,4.400064371305163036e+00,-2.873761001444314188e-16,6.500000000000000000e+01,5.184000000000000341e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.140000000000000000e+02,5.000000000000000000e+01,4.518413074454261391e+01,4.815869264779593983e+00,-9.322207492366895427e-09,6.500000000000000000e+01,5.196000000000000085e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.150000000000000000e+02,5.000000000000000000e+01,4.449112260428890409e+01,5.508877411248108480e+00,-1.553701259177855542e-08,6.500000000000000000e+01,5.215999999999999659e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.160000000000000000e+02,5.000000000000000000e+01,4.428322016221278545e+01,5.716779842448318050e+00,-4.661103920351054678e-09,6.500000000000000000e+01,5.221999999999999886e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.170000000000000000e+02,5.000000000000000000e+01,4.338230957988294989e+01,6.617690440315166178e+00,-2.019811628571207847e-08,6.500000000000000000e+01,5.247999999999999687e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.180000000000000000e+02,5.000000000000000000e+01,4.282790306767996213e+01,7.172096944749648095e+00,-1.242961021624060701e-08,6.500000000000000000e+01,5.264000000000000057e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.190000000000000000e+02,5.000000000000000000e+01,4.227349655547699570e+01,7.726503456952614535e+00,-1.242961012915639201e-08,6.500000000000000000e+01,5.279999999999999716e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.200000000000000000e+02,5.000000000000000000e+01,4.227349655547699570e+01,7.726503444523004305e+00,-1.393338667840193968e-16,6.500000000000000000e+01,5.279999999999999716e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.210000000000000000e+02,5.000000000000000000e+01,4.126863475210907950e+01,8.731365270419589208e+00,-2.252866810655428918e-08,6.500000000000000000e+01,5.309000000000000341e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.220000000000000000e+02,5.000000000000000000e+01,4.113003312405833611e+01,8.869966879049066222e+00,-3.107402749998261980e-09,6.500000000000000000e+01,5.313000000000000256e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.230000000000000000e+02,5.000000000000000000e+01,4.113003312405833611e+01,8.869966875941663886e+00,-3.483346913648844889e-17,6.500000000000000000e+01,5.313000000000000256e+01,5.000000000000000000e+01,1.000000000000000000e+00
1.240000000000000000e+02,5.000000000000000000e+01,4.047167539081731036e+01,9.528324623942850735e+00,-1.476016186291438441e-08,6.500000000000000000e+01,5.332000000000000028e+01,5.000000000000000000e+01,1.000000000000000000e+00
